order_line_id,dim_date_id,dim_customer_id,dim_product_id,dim_supplier_id,dim_factory_id,dim_ship_mode_id,order_ts,channel,quantity,unit_price,discount,line_revenue,embodied_co2e_kg_per_unit,transport_co2e_kg_per_unit,packaging_waste_kg_per_unit,manufacturing_waste_kg_per_unit,line_co2e_kg,line_waste_kg,co2e_per_revenue_dollar,offset_purchased,return_flag
25152,230,1462,780,147,6,6,2025-08-18 13:58:45,WEB,4,62.97,0.03,244.32,5.9439,0.0,0.04,0.34,23.776,1.52,0.0973,FALSE,NONE
25153,259,1864,963,93,36,1,2025-09-16 16:17:23,MARKETPLACE,1,176.79,0.29,125.52,13.3148,10.08,0.15,0.37,23.395,0.52,0.1864,FALSE,NONE
25154,182,1833,2196,327,31,6,2025-07-01 16:16:47,WEB,4,96.5,0.21,304.94,4.5726,0.0,0.17,0.12,18.29,1.16,0.06,FALSE,NONE
25155,479,128,1998,45,34,4,2026-04-24 04:29:02,WEB,2,248.35,0.32,337.76,3.3765,0.2957,0.24,0.5,7.344,1.48,0.0217,FALSE,NONE
25156,219,4332,2364,87,5,3,2025-08-07 14:40:14,RETAIL,4,131.78,0.08,484.95,12.4126,0.9372,0.1,0.4,53.399,2.0,0.1101,FALSE,NONE
25157,430,4077,924,78,27,3,2026-03-06 09:06:28,MARKETPLACE,4,207.72,0.26,614.85,2.4113,1.8084,0.12,0.41,16.879,2.12,0.0275,FALSE,NONE
25158,505,1729,2010,237,2,6,2026-05-20 22:00:45,APP,1,227.75,0.23,175.37,6.7499,0.0,0.05,0.3,6.75,0.35,0.0385,TRUE,RETURNED
25159,7,2446,1335,339,3,4,2025-01-07 11:19:29,APP,4,150.14,0.26,444.41,12.059,0.215,0.15,0.5,49.096,2.6,0.1105,FALSE,NONE
25160,364,3941,1401,39,24,4,2025-12-30 21:48:38,APP,1,190.42,0.13,165.67,5.6492,0.3595,0.12,0.19,6.009,0.31,0.0363,TRUE,NONE
25161,104,4342,1752,399,27,6,2025-04-14 21:21:09,APP,1,139.59,0.11,124.24,2.409,0.0,0.07,0.38,2.409,0.45,0.0194,TRUE,EXCHANGED
25162,18,3224,801,303,40,2,2025-01-18 12:11:32,RETAIL,3,81.58,0.34,161.53,6.9338,0.1066,0.03,0.59,21.121,1.86,0.1308,TRUE,NONE
25163,343,2975,1218,42,6,1,2025-12-09 06:10:09,WEB,2,83.18,0.13,144.73,1.2167,7.308,0.04,0.14,17.049,0.36,0.1178,TRUE,NONE
25164,414,3409,1296,420,7,6,2026-02-18 04:44:44,WEB,2,172.53,0.13,300.2,4.4713,0.0,0.15,0.1,8.943,0.5,0.0298,FALSE,NONE
25165,195,43,633,306,16,3,2025-07-14 08:04:07,WHOLESALE,3,86.72,0.06,244.55,11.3796,2.0592,0.15,0.56,40.316,2.13,0.1649,TRUE,RETURNED
25166,270,500,1383,60,8,5,2025-09-27 07:29:44,RETAIL,3,85.9,0.2,206.16,8.0431,0.0013,0.04,0.52,24.133,1.68,0.1171,FALSE,RETURNED
25167,518,442,1875,420,8,2,2026-06-02 15:17:30,APP,3,216.84,0.27,474.88,15.4264,0.1814,0.1,0.26,46.823,1.08,0.0986,TRUE,RETURNED
25168,403,597,492,291,25,2,2026-02-07 08:50:49,APP,4,48.66,0.24,147.93,12.6268,0.0634,0.19,0.31,50.761,2.0,0.3431,FALSE,NONE
25169,216,1910,1659,237,1,3,2025-08-04 03:59:32,APP,4,136.66,0.17,453.71,11.1564,1.9272,0.15,0.33,52.334,1.92,0.1153,TRUE,RETURNED
25170,256,2399,1329,15,38,4,2025-09-13 17:47:28,WEB,1,51.24,0.01,50.73,4.0452,0.3259,0.22,0.33,4.371,0.55,0.0862,FALSE,NONE
25171,417,1338,2376,273,27,6,2026-02-21 02:00:16,RETAIL,1,54.73,0.12,48.16,5.4851,0.0,0.08,0.13,5.485,0.21,0.1139,FALSE,NONE
25172,235,2139,120,432,11,4,2025-08-23 01:00:20,APP,3,217.37,0.02,639.07,6.3179,0.2016,0.2,0.16,19.558,1.08,0.0306,TRUE,NONE
25173,43,4261,156,345,29,4,2025-02-12 01:50:36,APP,4,52.87,0.01,209.37,5.5223,0.4838,0.06,0.06,24.024,0.48,0.1147,TRUE,EXCHANGED
25174,138,2875,2277,111,14,1,2025-05-18 07:33:01,APP,4,59.75,0.01,236.61,7.5126,12.6,0.24,0.14,80.45,1.52,0.34,TRUE,RETURNED
25175,103,1000,1563,177,2,3,2025-04-13 15:39:00,WEB,4,73.64,0.1,265.1,10.1919,1.3332,0.16,0.11,46.1,1.08,0.1739,TRUE,NONE
25176,126,4767,987,273,1,6,2025-05-06 12:44:08,WEB,1,112.79,0.08,103.77,15.4549,0.0,0.04,0.35,15.455,0.39,0.1489,TRUE,NONE
25177,345,4644,2004,84,15,3,2025-12-11 11:07:52,MARKETPLACE,3,207.97,0.17,517.85,8.9045,1.6764,0.21,0.09,31.743,0.9,0.0613,FALSE,RETURNED
25178,560,4345,1839,441,31,2,2026-07-14 01:32:47,APP,2,143.64,0.09,261.42,5.7171,0.1728,0.08,0.1,11.78,0.36,0.0451,FALSE,RETURNED
25179,376,4976,615,192,24,3,2026-01-11 12:28:24,WEB,4,215.5,0.3,603.4,2.4127,1.716,0.13,0.44,16.515,2.28,0.0274,FALSE,NONE
25180,295,2513,1287,312,4,1,2025-10-22 06:27:49,RETAIL,4,198.1,0.26,586.38,4.7415,7.812,0.05,0.43,50.214,1.92,0.0856,FALSE,EXCHANGED
25181,533,4991,1764,33,5,2,2026-06-17 18:36:30,RETAIL,1,199.75,0.22,155.81,5.0876,0.0749,0.15,0.32,5.163,0.47,0.0331,TRUE,NONE
25182,5,4399,966,135,16,2,2025-01-05 11:57:14,WEB,1,164.34,0.25,123.25,10.6726,0.0749,0.1,0.33,10.747,0.43,0.0872,FALSE,NONE
25183,101,3670,2343,165,8,2,2025-04-11 16:26:37,WEB,4,192.82,0.13,671.01,31.8968,0.0878,0.11,0.46,127.938,2.28,0.1907,FALSE,NONE
25184,75,4654,2376,450,18,3,2025-03-16 09:52:46,WEB,2,112.73,0.16,189.39,5.7663,0.9504,0.22,0.56,13.433,1.56,0.0709,FALSE,NONE
25185,431,3095,1755,93,15,3,2026-03-07 07:26:34,APP,2,46.53,0.13,80.96,5.4544,0.5676,0.09,0.24,12.044,0.66,0.1488,FALSE,NONE
25186,43,4642,2364,357,34,2,2025-02-12 05:39:50,APP,1,202.24,0.03,196.17,21.2918,0.1022,0.21,0.4,21.394,0.61,0.1091,FALSE,NONE
25187,329,2775,1053,426,40,4,2025-11-25 23:41:17,WEB,2,71.65,0.23,110.34,14.7016,0.3058,0.17,0.33,30.015,1.0,0.272,TRUE,NONE
25188,337,1335,591,216,33,5,2025-12-03 22:12:25,MARKETPLACE,1,149.7,0.21,118.26,10.7523,0.0013,0.17,0.12,10.754,0.29,0.0909,FALSE,NONE
25189,377,1548,651,81,35,2,2026-01-12 15:10:51,MARKETPLACE,1,44.33,0.06,41.67,9.0607,0.1944,0.19,0.5,9.255,0.69,0.2221,TRUE,NONE
25190,99,432,1473,12,13,4,2025-04-09 06:03:07,WHOLESALE,2,149.71,0.09,272.47,4.5643,0.205,0.13,0.2,9.539,0.66,0.035,TRUE,NONE
25191,261,1106,1794,309,38,6,2025-09-18 18:48:26,MARKETPLACE,3,109.18,0.34,216.18,10.2474,0.0,0.04,0.27,30.742,0.93,0.1422,FALSE,NONE
25192,138,2629,1470,306,38,5,2025-05-18 08:31:21,WEB,3,181.36,0.15,462.47,2.5252,0.0023,0.17,0.37,7.582,1.62,0.0164,FALSE,NONE
25193,349,4642,576,285,14,4,2025-12-15 12:49:27,RETAIL,4,165.52,0.22,516.42,17.3719,0.1478,0.21,0.09,70.079,1.2,0.1357,TRUE,NONE
25194,459,3552,414,132,33,1,2026-04-04 18:06:15,WEB,3,143.54,0.04,413.4,9.8812,13.986,0.21,0.56,71.602,2.31,0.1732,FALSE,NONE
25195,150,1021,348,300,26,1,2025-05-30 02:10:03,MARKETPLACE,1,47.26,0.27,34.5,6.0761,6.804,0.22,0.17,12.88,0.39,0.3733,TRUE,EXCHANGED
25196,565,1908,411,72,40,6,2026-07-19 10:11:00,MARKETPLACE,1,128.67,0.01,127.38,7.6618,0.0,0.06,0.1,7.662,0.16,0.0602,TRUE,NONE
25197,221,568,2109,432,31,4,2025-08-09 09:01:04,APP,3,156.07,0.02,458.85,3.0133,0.3797,0.04,0.03,10.179,0.21,0.0222,TRUE,NONE
25198,198,2316,885,204,40,1,2025-07-17 15:00:36,APP,2,134.78,0.1,242.6,5.0958,10.08,0.18,0.11,30.352,0.58,0.1251,TRUE,RETURNED
25199,211,4504,1479,48,32,1,2025-07-30 11:52:36,MARKETPLACE,1,166.68,0.26,123.34,19.5358,9.576,0.18,0.48,29.112,0.66,0.236,FALSE,NONE
25200,273,38,828,360,7,3,2025-09-30 12:52:13,RETAIL,4,213.38,0.15,725.49,3.8165,0.6864,0.22,0.29,18.012,2.04,0.0248,TRUE,RETURNED
25201,96,1665,2331,27,38,5,2025-04-06 11:27:32,WEB,4,201.74,0.07,750.47,17.8756,0.0027,0.08,0.17,71.513,1.0,0.0953,TRUE,NONE
25202,554,4737,144,312,10,1,2026-07-08 03:39:58,RETAIL,3,97.39,0.09,265.87,7.9197,16.254,0.19,0.6,72.521,2.37,0.2728,FALSE,NONE
25203,458,4669,2394,279,31,5,2026-04-03 07:05:09,WEB,1,200.84,0.34,132.55,4.2574,0.0025,0.14,0.12,4.26,0.26,0.0321,TRUE,EXCHANGED
25204,30,4898,42,273,6,5,2025-01-30 16:49:27,WEB,1,165.37,0.03,160.41,3.4585,0.0013,0.24,0.45,3.46,0.69,0.0216,FALSE,NONE
25205,316,3062,1989,261,30,1,2025-11-12 00:37:36,WEB,4,217.71,0.34,574.75,4.0352,7.812,0.2,0.33,47.389,2.12,0.0825,TRUE,NONE
25206,342,3535,1815,342,36,2,2025-12-08 19:11:11,MARKETPLACE,2,46.73,0.12,82.24,2.7942,0.1008,0.06,0.27,5.79,0.66,0.0704,TRUE,NONE
25207,380,1932,1206,414,40,6,2026-01-15 15:38:35,WEB,4,246.78,0.28,710.73,3.0611,0.0,0.05,0.15,12.244,0.8,0.0172,TRUE,RETURNED
25208,231,3804,585,348,24,1,2025-08-19 18:56:44,APP,2,156.84,0.23,241.53,0.7898,17.262,0.02,0.53,36.104,1.1,0.1495,TRUE,NONE
25209,498,2048,1251,294,11,3,2026-05-13 15:06:30,WEB,2,167.32,0.09,304.52,3.756,1.9008,0.08,0.53,11.314,1.22,0.0372,TRUE,NONE
25210,112,2183,1632,132,24,4,2025-04-22 15:30:20,APP,4,239.33,0.07,890.31,5.1813,0.1546,0.17,0.11,21.344,1.12,0.024,FALSE,RETURNED
25211,51,3570,2346,216,18,3,2025-02-20 18:00:13,RETAIL,1,212.92,0.01,210.79,3.1565,1.1748,0.17,0.35,4.331,0.52,0.0205,TRUE,NONE
25212,7,2367,2385,354,27,5,2025-01-07 00:48:00,APP,2,177.21,0.3,248.09,16.1071,0.0007,0.22,0.59,32.216,1.62,0.1299,TRUE,NONE
25213,433,901,183,399,38,3,2026-03-09 09:09:53,WEB,4,228.42,0.04,877.13,16.7155,1.0296,0.02,0.42,70.98,1.76,0.0809,TRUE,NONE
25214,150,3056,339,240,27,4,2025-05-30 08:08:04,WHOLESALE,4,154.72,0.24,470.35,5.3673,0.205,0.07,0.09,22.289,0.64,0.0474,FALSE,NONE
25215,12,2770,468,42,19,4,2025-01-12 13:21:19,WEB,4,107.43,0.15,365.26,10.7111,0.4469,0.11,0.37,44.632,1.92,0.1222,TRUE,NONE
25216,324,1550,417,282,21,5,2025-11-20 00:38:16,WEB,3,180.65,0.08,498.59,19.5756,0.002,0.21,0.13,58.733,1.02,0.1178,FALSE,NONE
25217,163,3678,1443,66,21,2,2025-06-12 00:30:53,WHOLESALE,3,45.56,0.17,113.44,3.6979,0.0994,0.06,0.13,11.392,0.57,0.1004,TRUE,NONE
25218,563,2813,1638,390,32,1,2026-07-17 04:25:58,RETAIL,2,74.11,0.03,143.77,31.8659,13.86,0.23,0.44,91.452,1.34,0.6361,FALSE,NONE
25219,215,4934,60,336,32,5,2025-08-03 21:48:16,MARKETPLACE,1,110.27,0.02,108.06,6.4004,0.0019,0.2,0.03,6.402,0.23,0.0592,TRUE,NONE
25220,230,915,2373,18,10,3,2025-08-18 07:53:51,APP,1,157.7,0.12,138.78,21.5957,1.3464,0.13,0.3,22.942,0.43,0.1653,FALSE,RETURNED
25221,156,1414,786,189,39,1,2025-06-05 06:25:52,MARKETPLACE,3,138.2,0.21,327.53,5.7476,20.16,0.19,0.24,77.723,1.29,0.2373,TRUE,RETURNED
25222,565,3230,696,432,25,2,2026-07-19 01:54:42,APP,1,211.77,0.15,180.0,2.5216,0.131,0.02,0.16,2.653,0.18,0.0147,FALSE,NONE
25223,381,3715,1659,393,37,3,2026-01-16 13:23:51,APP,2,138.25,0.24,210.14,4.521,1.9272,0.18,0.37,12.896,1.1,0.0614,FALSE,NONE
25224,80,150,555,33,7,4,2025-03-21 21:01:03,RETAIL,2,235.97,0.08,434.18,2.1858,0.3965,0.03,0.36,5.165,0.78,0.0119,TRUE,RETURNED
25225,16,1273,1254,153,28,2,2025-01-16 01:28:32,APP,1,235.1,0.08,216.29,9.9179,0.1656,0.2,0.54,10.083,0.74,0.0466,FALSE,NONE
25226,531,2573,1482,450,36,2,2026-06-15 10:01:49,RETAIL,4,225.31,0.02,883.22,9.6946,0.1526,0.17,0.31,39.389,1.92,0.0446,FALSE,NONE
25227,521,4910,240,333,10,5,2026-06-05 14:10:39,APP,2,78.59,0.02,154.04,2.6386,0.002,0.14,0.53,5.281,1.34,0.0343,FALSE,NONE
25228,403,2861,2349,213,40,5,2026-02-07 23:42:37,RETAIL,2,70.78,0.23,109.0,4.874,0.0008,0.24,0.1,9.75,0.68,0.0894,FALSE,RETURNED
25229,199,4431,675,90,24,3,2025-07-18 23:51:05,WEB,3,219.44,0.22,513.49,5.0039,1.7556,0.17,0.06,20.278,0.69,0.0395,TRUE,NONE
25230,130,1453,327,177,36,4,2025-05-10 18:34:00,WEB,3,119.98,0.34,237.56,4.5881,0.299,0.19,0.1,14.661,0.87,0.0617,FALSE,NONE
25231,258,2883,2226,96,28,6,2025-09-15 15:01:30,WEB,4,39.01,0.19,126.39,10.8299,0.0,0.02,0.26,43.32,1.12,0.3427,FALSE,NONE
25232,346,3517,255,366,7,4,2025-12-12 03:30:40,WEB,1,132.45,0.27,96.69,13.2542,0.2621,0.06,0.52,13.516,0.58,0.1398,FALSE,NONE
25233,565,3057,837,261,3,4,2026-07-19 15:08:08,WEB,3,240.1,0.17,597.85,11.0978,0.2486,0.12,0.59,34.039,2.13,0.0569,TRUE,NONE
25234,269,2436,2166,99,34,2,2025-09-26 15:21:19,MARKETPLACE,4,238.47,0.07,887.11,14.8015,0.1354,0.08,0.44,59.748,2.08,0.0674,TRUE,NONE
25235,210,1804,834,372,6,5,2025-07-29 09:13:35,APP,3,103.29,0.14,266.49,16.0127,0.0021,0.11,0.12,48.044,0.69,0.1803,FALSE,NONE
25236,144,3594,2367,273,22,2,2025-05-24 22:12:48,WEB,2,183.81,0.3,257.33,5.7739,0.1123,0.03,0.43,11.772,0.92,0.0457,FALSE,NONE
25237,178,3207,2157,33,40,5,2025-06-27 22:11:52,WEB,2,217.61,0.29,309.01,7.8143,0.0016,0.2,0.46,15.632,1.32,0.0506,FALSE,RETURNED
25238,358,2053,1920,393,16,1,2025-12-24 10:42:33,WEB,2,42.12,0.17,69.92,8.5563,8.442,0.17,0.19,33.997,0.72,0.4862,TRUE,RETURNED
25239,186,2490,2373,348,16,4,2025-07-05 02:13:22,WEB,2,231.37,0.05,439.6,16.8957,0.3427,0.13,0.39,34.477,1.04,0.0784,TRUE,NONE
25240,263,3474,1785,63,39,3,2025-09-20 05:32:56,APP,1,67.25,0.22,52.45,13.8038,1.716,0.24,0.3,15.52,0.54,0.2959,TRUE,NONE
25241,164,1429,2007,318,32,4,2025-06-13 16:43:11,RETAIL,1,82.19,0.19,66.57,9.166,0.4435,0.12,0.3,9.61,0.42,0.1444,FALSE,RETURNED
25242,535,3210,237,45,9,2,2026-06-19 15:37:22,WEB,1,244.38,0.35,158.85,6.0621,0.0749,0.04,0.38,6.137,0.42,0.0386,TRUE,RETURNED
25243,201,4351,1224,75,7,1,2025-07-20 11:11:58,WEB,3,142.38,0.14,367.34,5.8291,13.734,0.22,0.1,58.689,0.96,0.1598,FALSE,RETURNED
25244,440,2755,1767,120,30,1,2026-03-16 05:56:57,WEB,1,124.35,0.32,84.56,19.3957,10.08,0.21,0.31,29.476,0.52,0.3486,TRUE,RETURNED
25245,355,4058,1341,3,30,2,2025-12-21 09:16:27,RETAIL,1,158.46,0.08,145.78,9.0882,0.2203,0.13,0.04,9.308,0.17,0.0638,TRUE,NONE
25246,98,4776,2253,21,34,5,2025-04-08 12:31:57,APP,1,179.02,0.24,136.06,16.2412,0.0008,0.17,0.11,16.242,0.28,0.1194,FALSE,NONE
25247,242,1425,2328,387,20,2,2025-08-30 22:41:00,MARKETPLACE,1,224.38,0.05,213.16,6.7976,0.1411,0.11,0.49,6.939,0.6,0.0326,TRUE,NONE
25248,406,4542,1629,75,22,6,2026-02-10 02:51:10,APP,2,89.96,0.02,176.32,3.208,0.0,0.2,0.09,6.416,0.58,0.0364,FALSE,NONE
25249,326,1579,342,39,3,1,2025-11-22 18:09:01,WEB,2,238.65,0.06,448.66,11.2392,18.522,0.21,0.49,59.522,1.4,0.1327,TRUE,NONE
25250,405,2939,828,228,19,5,2026-02-09 01:14:53,WEB,4,141.7,0.13,493.12,15.2939,0.0009,0.07,0.55,61.179,2.48,0.1241,FALSE,EXCHANGED
25251,481,647,1896,363,11,4,2026-04-26 13:08:01,MARKETPLACE,2,244.62,0.17,406.07,9.3945,0.5242,0.09,0.15,19.837,0.48,0.0489,TRUE,EXCHANGED
25252,396,1968,1479,243,2,3,2026-01-31 21:25:53,MARKETPLACE,3,140.28,0.26,311.42,6.9315,1.0032,0.05,0.5,23.804,1.65,0.0764,TRUE,NONE
25253,506,1781,1629,342,6,6,2026-05-21 09:52:04,APP,1,104.84,0.26,77.58,10.354,0.0,0.13,0.26,10.354,0.39,0.1335,TRUE,NONE
25254,505,4942,1095,351,32,4,2026-05-20 22:50:14,WEB,4,192.37,0.34,507.86,4.9504,0.1512,0.04,0.18,20.406,0.88,0.0402,TRUE,NONE
25255,151,3841,75,330,37,5,2025-05-31 13:21:09,MARKETPLACE,1,239.54,0.2,191.63,2.25,0.0021,0.21,0.06,2.252,0.27,0.0118,TRUE,NONE
25256,129,4581,1104,156,8,2,2025-05-09 20:00:29,WEB,2,143.87,0.23,221.56,39.8741,0.1066,0.09,0.41,79.961,1.0,0.3609,FALSE,NONE
25257,126,2536,741,72,32,2,2025-05-06 07:08:11,APP,2,227.3,0.17,377.32,15.2085,0.1814,0.18,0.13,30.78,0.62,0.0816,TRUE,RETURNED
25258,259,1605,69,324,20,6,2025-09-16 05:55:08,APP,2,218.78,0.33,293.17,8.7645,0.0,0.21,0.13,17.529,0.68,0.0598,TRUE,NONE
25259,172,597,615,384,30,6,2025-06-21 18:29:54,APP,2,66.6,0.24,101.23,7.2164,0.0,0.16,0.57,14.433,1.46,0.1426,TRUE,NONE
25260,262,1584,1428,105,6,5,2025-09-19 11:33:05,WEB,2,199.53,0.24,303.29,24.5507,0.0015,0.12,0.14,49.104,0.52,0.1619,FALSE,NONE
25261,21,3966,696,60,8,3,2025-01-21 09:37:18,WEB,4,218.05,0.21,689.04,10.4826,1.2012,0.25,0.18,46.735,1.72,0.0678,FALSE,NONE
25262,144,306,1866,360,13,6,2025-05-24 02:33:04,WHOLESALE,1,76.75,0.12,67.54,8.3491,0.0,0.09,0.58,8.349,0.67,0.1236,FALSE,NONE
25263,142,2228,1806,303,27,6,2025-05-22 07:45:16,WEB,2,177.54,0.0,355.08,2.3614,0.0,0.14,0.41,4.723,1.1,0.0133,TRUE,RETURNED
25264,348,1100,798,33,28,6,2025-12-14 09:56:25,WHOLESALE,3,226.09,0.34,447.66,3.4962,0.0,0.15,0.58,10.489,2.19,0.0234,TRUE,NONE
25265,347,1982,114,402,2,2,2025-12-13 09:01:26,APP,1,206.28,0.07,191.84,11.2498,0.1901,0.21,0.19,11.44,0.4,0.0596,FALSE,RETURNED
25266,204,401,963,237,1,1,2025-07-23 03:47:17,MARKETPLACE,4,57.23,0.27,167.11,6.0237,10.08,0.11,0.15,64.415,1.04,0.3855,TRUE,EXCHANGED
25267,506,1774,2259,198,29,6,2026-05-21 16:21:18,WEB,1,147.82,0.17,122.69,15.6936,0.0,0.06,0.22,15.694,0.28,0.1279,FALSE,EXCHANGED
25268,308,3472,264,153,25,1,2025-11-04 05:27:13,RETAIL,2,75.74,0.33,101.49,12.6024,6.426,0.2,0.22,38.057,0.84,0.375,FALSE,NONE
25269,497,4435,1011,93,14,6,2026-05-12 20:49:03,WEB,4,88.77,0.16,298.27,41.1739,0.0,0.19,0.44,164.696,2.52,0.5522,TRUE,NONE
25270,450,2107,1626,66,34,4,2026-03-26 19:29:19,RETAIL,3,248.31,0.13,648.09,8.4815,0.3763,0.06,0.5,26.573,1.68,0.041,TRUE,NONE
25271,6,4922,909,318,36,4,2025-01-06 16:37:55,WHOLESALE,3,51.69,0.15,131.81,7.681,0.2184,0.19,0.38,23.698,1.71,0.1798,FALSE,RETURNED
25272,150,3293,1701,261,8,5,2025-05-30 11:44:53,RETAIL,1,49.26,0.33,33.0,3.6291,0.0008,0.11,0.37,3.63,0.48,0.11,FALSE,NONE
25273,179,923,2145,276,40,6,2025-06-28 16:32:38,APP,4,189.6,0.24,576.38,2.1861,0.0,0.18,0.16,8.744,1.36,0.0152,TRUE,NONE
25274,403,4905,222,285,15,4,2026-02-07 04:54:29,RETAIL,4,121.23,0.11,431.58,12.5515,0.3192,0.17,0.11,51.483,1.12,0.1193,TRUE,NONE
25275,198,70,270,414,12,2,2025-07-17 21:45:04,WEB,1,57.77,0.26,42.75,11.8815,0.0691,0.17,0.59,11.951,0.76,0.2796,FALSE,NONE
25276,383,4492,2343,198,36,5,2026-01-18 06:21:50,WHOLESALE,1,51.77,0.12,45.56,28.6239,0.0011,0.15,0.54,28.625,0.69,0.6283,TRUE,NONE
25277,86,4191,606,186,39,5,2025-03-27 23:17:26,WEB,3,131.52,0.1,355.1,16.4588,0.0022,0.11,0.12,49.383,0.69,0.1391,FALSE,NONE
25278,171,3392,2334,447,27,4,2025-06-20 15:59:37,APP,2,166.42,0.3,232.99,11.1728,0.1781,0.19,0.14,22.702,0.66,0.0974,TRUE,NONE
25279,371,4382,1338,15,4,5,2026-01-06 08:21:55,RETAIL,4,160.38,0.11,570.95,20.3742,0.0013,0.03,0.58,81.502,2.44,0.1427,TRUE,NONE
25280,8,2152,69,192,22,3,2025-01-08 09:14:01,APP,4,170.93,0.03,663.21,5.7041,1.7028,0.09,0.1,29.628,0.76,0.0447,FALSE,NONE
25281,264,2978,2190,48,23,5,2025-09-21 16:43:32,WEB,4,233.89,0.34,617.47,9.7431,0.0009,0.1,0.21,38.976,1.24,0.0631,FALSE,NONE
25282,410,3106,2055,177,35,2,2026-02-14 23:58:58,WEB,3,68.01,0.2,163.22,12.2033,0.0907,0.08,0.57,36.882,1.95,0.226,FALSE,NONE
25283,384,349,1128,231,20,1,2026-01-19 18:49:48,RETAIL,2,245.36,0.05,466.18,5.7077,19.782,0.21,0.3,50.979,1.02,0.1094,TRUE,NONE
25284,534,3157,1140,405,24,3,2026-06-18 09:33:08,APP,2,204.21,0.25,306.31,5.0895,1.188,0.12,0.39,12.555,1.02,0.041,TRUE,NONE
25285,554,1170,1383,255,10,4,2026-07-08 05:10:23,MARKETPLACE,2,95.3,0.33,127.7,2.0358,0.252,0.09,0.44,4.576,1.06,0.0358,TRUE,RETURNED
25286,382,1451,1881,261,33,2,2026-01-17 10:11:09,MARKETPLACE,4,152.59,0.06,573.74,2.1047,0.1944,0.16,0.5,9.196,2.64,0.016,TRUE,NONE
25287,261,1677,144,396,37,3,2025-09-18 04:15:59,WEB,4,141.65,0.08,521.27,6.1635,1.7028,0.11,0.25,31.465,1.44,0.0604,TRUE,NONE
25288,110,2193,1323,375,9,2,2025-04-20 00:57:14,APP,1,187.95,0.32,127.81,25.7654,0.1282,0.02,0.33,25.894,0.35,0.2026,FALSE,EXCHANGED
25289,127,3988,2355,333,25,3,2025-05-07 08:06:22,WEB,3,69.11,0.13,180.38,12.2366,0.5544,0.02,0.3,38.373,0.96,0.2127,FALSE,NONE
25290,142,2558,654,27,5,1,2025-05-22 16:40:05,MARKETPLACE,3,205.42,0.01,610.1,22.6015,5.67,0.2,0.09,84.815,0.87,0.139,TRUE,NONE
25291,65,886,1728,168,11,5,2025-03-06 02:02:15,APP,1,248.94,0.32,169.28,1.9833,0.002,0.16,0.11,1.985,0.27,0.0117,TRUE,RETURNED
25292,531,3764,585,234,32,1,2026-06-15 08:16:56,RETAIL,1,68.06,0.25,51.05,8.4145,17.262,0.21,0.09,25.676,0.3,0.503,TRUE,RETURNED
25293,487,2547,2397,300,25,1,2026-05-02 16:39:21,WEB,2,179.78,0.32,244.5,4.9888,5.796,0.02,0.43,21.57,0.9,0.0882,FALSE,EXCHANGED
25294,519,3748,483,291,14,1,2026-06-03 16:01:28,APP,1,105.89,0.25,79.42,8.5461,15.246,0.09,0.29,23.792,0.38,0.2996,TRUE,NONE
25295,125,2906,1119,396,7,1,2025-05-05 09:32:14,MARKETPLACE,1,184.37,0.09,167.78,6.7126,18.9,0.06,0.39,25.613,0.45,0.1527,TRUE,RETURNED
25296,563,1467,1806,81,31,3,2026-07-17 01:27:00,WEB,2,126.44,0.21,199.78,11.56,0.792,0.04,0.14,24.704,0.36,0.1237,FALSE,NONE
25297,36,3895,162,414,16,3,2025-02-05 01:26:11,MARKETPLACE,4,155.92,0.17,517.65,6.1012,1.9932,0.09,0.43,32.378,2.08,0.0625,TRUE,RETURNED
25298,27,2704,306,183,13,4,2025-01-27 01:24:16,APP,1,152.61,0.23,117.51,3.304,0.2587,0.21,0.45,3.563,0.66,0.0303,TRUE,NONE
25299,238,4867,996,171,1,5,2025-08-26 04:50:40,WEB,2,94.64,0.3,132.5,29.199,0.0011,0.17,0.1,58.4,0.54,0.4408,TRUE,RETURNED
25300,10,1018,1935,354,40,2,2025-01-10 11:36:53,RETAIL,3,195.3,0.23,451.14,13.7218,0.1829,0.22,0.37,41.714,1.77,0.0925,FALSE,NONE
25301,493,2596,1011,138,29,4,2026-05-08 08:39:53,MARKETPLACE,2,222.08,0.07,413.07,2.2252,0.4469,0.07,0.31,5.344,0.76,0.0129,TRUE,NONE
25302,117,2192,57,339,36,1,2025-04-27 17:52:45,WEB,1,167.69,0.34,110.68,27.3095,7.812,0.21,0.08,35.122,0.29,0.3173,FALSE,RETURNED
25303,167,4787,192,201,15,6,2025-06-16 20:05:48,MARKETPLACE,2,128.52,0.29,182.5,11.2637,0.0,0.14,0.56,22.527,1.4,0.1234,TRUE,NONE
25304,514,3270,444,60,1,6,2026-05-29 23:31:26,WEB,3,166.96,0.33,335.59,5.0843,0.0,0.2,0.03,15.253,0.69,0.0455,TRUE,RETURNED
25305,219,2469,531,228,4,5,2025-08-07 10:29:14,APP,1,161.44,0.09,146.91,3.7514,0.0016,0.03,0.46,3.753,0.49,0.0255,FALSE,NONE
25306,104,1406,1137,24,25,5,2025-04-14 04:41:53,APP,2,181.34,0.28,261.13,13.2363,0.0016,0.08,0.07,26.476,0.3,0.1014,FALSE,NONE
